,developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating
444,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,True,,,,,17.1,0.0,,high,low
445,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,1000 - 5000,GLOBAL,True,,,0.0,,78.8,1.0,,low,low
446,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,190,News & Magazines,10000 - 50000,GLOBAL,,,,0.0,,141.7,3.0,,low,low
447,VIET NAM,PL,250,Games,50000 - 100000,GLOBAL,True,False,high,99.0,7.114056635094576,6.933333333333334,4.0,,low,low
448,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,,GLOBAL,True,,,99.0,,58.96666666666666,0.0,,low,low
449,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,15,Health & Fitness,,GLOBAL,True,False,high,,,93.7333333333333,4.0,,low,low
450,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,50 - 100,GLOBAL,True,,,99.0,,84.83333333333333,0.0,,low,low
451,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,True,low,99.0,,21.666666666666668,0.0,,high,low
452,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,,,99.0,,65.4,,,low,low
453,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,,,68.83333333333333,0.0,,low,low
454,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Reference,,GLOBAL,True,,,0.0,,62.36666666666667,0.0,,low,low
455,VIET NAM,GLOBAL,222,Lifestyle,50000 - 100000,GLOBAL,True,False,high,0.0,,73.3,4.0,medium,low,low
456,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,10 - 50,GLOBAL,True,,,99.0,,51.6,,,low,low
457,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,500 - 1000,GLOBAL,True,,,0.0,,43.53333333333333,,,low,low
458,CANNOT IDENTIFY COUNTRY,GLOBAL,7,Games,1000 - 5000,GLOBAL,True,,,0.0,,58.5,1.0,low,low,low
459,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,19,Business,500 - 1000,GLOBAL,True,,,0.0,,89.7,4.0,,low,low
460,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Navigation,,GLOBAL,True,True,low,,,102.93333333333334,0.0,,low,low
461,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,,GLOBAL,True,,,99.0,,78.16666666666667,0.0,,low,low
462,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Sports,,GLOBAL,True,True,low,,,90.93333333333332,0.0,,medium,low
463,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Games,1 - 5,GLOBAL,True,False,high,0.0,,52.766666666666666,3.0,,medium,low
464,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,News & Magazines,100 - 500,GLOBAL,True,False,high,0.0,,60.96666666666666,,,low,low
465,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,,,,,,89.0,0.0,,high,low
466,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,56.16666666666666,0.0,,high,low
467,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,29.2,0.0,,low,low
468,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,,,,,,63.1,0.0,,low,low
469,CANNOT IDENTIFY COUNTRY,GLOBAL,106,Music & Audio,10000 - 50000,GLOBAL,,,,0.0,,99.56666666666666,4.0,,medium,low
470,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,99.0,,16.4,0.0,,low,low
471,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,True,,,0.0,,22.933333333333334,,,low,low
472,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,50 - 100,GLOBAL,True,,,99.0,,10.2,0.0,,low,low
473,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1 - 5,GLOBAL,True,,,99.0,,30.9,,,low,low
474,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,,GLOBAL,True,False,high,99.0,,46.4,0.0,,low,low
475,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Auto & Vehicles,100 - 500,GLOBAL,True,,,99.0,,76.0,5.0,,low,low
476,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Books & Reference,1000 - 5000,GLOBAL,True,,,0.0,,88.1,3.0,medium,low,low
477,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,True,,,99.0,,35.56666666666667,0.0,,low,low
478,POLAND,GLOBAL,13791,Productivity,1000000 - 5000000,GLOBAL,True,False,high,0.0,0.0683006329113924,167.36666666666667,4.0,low,low,low
479,VIET NAM,,2956,Personalization,1000000 - 5000000,smartphone,True,,,99.0,11.651884416219346,9.26666666666667,4.0,,medium,medium
480,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,50 - 100,GLOBAL,True,,,0.0,,34.6,,,medium,low
481,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,True,,,,,6.933333333333334,0.0,,low,low
482,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,22.73333333333333,0.0,,low,low
483,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,False,high,99.0,,37.43333333333333,,,low,low
484,CHINA,GLOBAL,0,Games,10 - 50,GLOBAL,True,,,99.0,,56.46666666666666,,,low,low
485,UNITED STATES,DE,29508,Games,,smartphone,True,True,low,99.0,0.6498543151516527,39.06666666666667,4.0,,medium,low
486,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,,,,,,92.36666666666666,0.0,,low,low
487,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,22,Music & Audio,500 - 1000,GLOBAL,True,,,0.0,,72.4,4.0,,low,low
488,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,500 - 1000,GLOBAL,True,False,high,99.0,,106.46666666666668,3.0,,low,low
489,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,506,Health & Fitness,100000 - 500000,GLOBAL,True,False,high,0.0,,117.53333333333332,2.0,,low,low
490,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,10 - 50,GLOBAL,True,True,low,0.0,,76.96666666666667,0.0,,low,low
491,UNITED STATES,GLOBAL,11,Education,1000 - 5000,GLOBAL,True,True,low,0.0,,62.93333333333333,3.0,,low,low
492,ADDRESS NOT LISTED IN PLAYSTORE,BE,222,Tools,50000 - 100000,GLOBAL,True,False,high,0.0,82.09883843928145,1.6666666666666667,4.0,,low,low
493,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Business,,GLOBAL,True,,,,,70.16666666666667,4.0,,low,low
494,ADDRESS NOT LISTED IN PLAYSTORE,GE,20427,Games,,GLOBAL,True,True,low,,0.7206373973838347,13.266666666666667,4.0,,low,low
495,NEW ZEALAND,GLOBAL,1,Business,,GLOBAL,True,False,high,99.0,,121.4,0.0,,low,low
496,VIET NAM,APAC,3830,Games,100000 - 500000,tablet,True,False,high,99.0,3.33892402210812,11.566666666666666,4.0,,low,low
497,CYPRUS,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,,22.3,,,medium,low
498,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,True,low,,,18.566666666666663,0.0,,low,low
499,CHINA,LATAM,2388,Games,1000000 - 5000000,tablet,True,False,high,99.0,158.47249339999652,6.4,3.0,,medium,low
500,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,,GLOBAL,True,,,99.0,,26.933333333333334,0.0,,low,low
501,FRANCE,US,2636,Games,,GLOBAL,True,True,low,0.0,234.35562657526987,11.9,4.0,,high,low
502,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,,GLOBAL,True,,,99.0,,21.53333333333333,0.0,,high,low
503,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,128,Productivity,50000 - 100000,GLOBAL,True,False,high,99.0,,89.2,3.0,,low,low
504,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,250,Productivity,10000 - 50000,GLOBAL,True,,,0.0,,71.73333333333333,4.0,medium,low,low
505,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,,GLOBAL,,,,,,103.03333333333332,0.0,,low,low
506,CANNOT IDENTIFY COUNTRY,GLOBAL,21,Music & Audio,1000 - 5000,GLOBAL,True,False,high,0.0,,55.0,4.0,,low,low
507,CHINA,GLOBAL,22,Tools,100 - 500,GLOBAL,True,,,99.0,,88.6,1.0,,low,low
508,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Personalization,500 - 1000,GLOBAL,True,,,0.0,,2.9333333333333327,0.0,,low,low
509,ADDRESS NOT LISTED IN PLAYSTORE,CO,10204,Games,,GLOBAL,True,True,low,99.0,3.542289048323874,25.73333333333333,4.0,,low,low
510,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Photography,1000 - 5000,GLOBAL,True,,,0.0,,28.73333333333333,3.0,,low,low
511,UNITED STATES,GLOBAL,40449,Entertainment,500000 - 1000000,GLOBAL,True,,,0.0,,56.833333333333336,4.0,low,medium,low
512,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,True,low,99.0,,18.566666666666663,0.0,,medium,low
513,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,119,Books & Reference,10000 - 50000,GLOBAL,True,,,0.0,,108.03333333333332,4.0,medium,low,low
514,TURKEY,AE,61905,Games,,tablet,True,False,high,0.0,155.99892854656684,31.633333333333333,4.0,,low,low
515,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,90,Travel & Local,1000 - 5000,GLOBAL,,,,99.0,,92.03333333333332,4.0,,low,low
516,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,299,Books & Reference,50000 - 100000,GLOBAL,True,,,0.0,,116.4,4.0,medium,low,low
517,UNITED STATES,GLOBAL,0,Games,1 - 5,GLOBAL,True,,,0.0,,61.1,,,low,low
518,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Education,100 - 500,GLOBAL,True,True,low,0.0,,85.6,5.0,,low,low
519,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,False,high,,,51.5,0.0,,low,low
520,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Beauty,100 - 500,GLOBAL,True,,,99.0,,46.766666666666666,4.0,,low,low
521,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,0 - 1,GLOBAL,True,,,0.0,,48.43333333333333,,,low,low
522,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,False,False,high,,,93.2333333333333,0.0,,low,low
523,ADDRESS NOT LISTED IN PLAYSTORE,APAC,10,Games,1000 - 5000,GLOBAL,True,False,high,0.0,8.854011341238174,2.2,2.0,,low,low
524,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,5 - 10,GLOBAL,True,,,0.0,,66.33333333333333,,,low,low
525,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,True,,,,,93.7333333333333,0.0,,low,low
526,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,19,Games,,GLOBAL,,,,,,102.86666666666666,3.0,medium,medium,low
527,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,10 - 50,GLOBAL,,,,0.0,,81.1,4.0,,low,low
528,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,100 - 500,GLOBAL,True,,,0.0,,53.0,,,low,low
529,IRELAND,GLOBAL,3,Utilities,,GLOBAL,False,False,high,,,103.2,3.0,,low,low
530,CYPRUS,GT,7886,Games,500000 - 1000000,smartphone,True,False,high,0.0,101.96986333272751,148.96666666666667,4.0,low,low,low
531,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Photography,100 - 500,GLOBAL,True,,,0.0,,35.53333333333333,,,low,low
532,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Utilities,,GLOBAL,True,True,low,99.0,,87.8,0.0,,low,low
533,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,46,Education,5000 - 10000,smartphone,True,,,0.0,,10.8,4.0,,low,low
534,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,3.1333333333333333,0.0,,low,low
535,ADDRESS NOT LISTED IN PLAYSTORE,EC,644,Tools,100000 - 500000,smartphone,True,,,0.0,1.0869198314350712,3.1666666666666665,3.0,,low,low
536,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,,,0.0,,89.33333333333333,1.0,,medium,low
537,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,False,high,,,157.8,0.0,,low,low
538,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,True,,,0.0,,30.766666666666666,,,low,low
539,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,50 - 100,GLOBAL,True,True,low,99.0,,84.2,0.0,,low,low
540,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,21599,Entertainment,10000000 - 50000000,tablet,True,,,0.0,0.0231931772948013,22.23333333333333,3.0,,low,low
541,UNITED STATES,GLOBAL,0,Shopping,10 - 50,GLOBAL,True,,,0.0,,78.46666666666667,5.0,,low,low
542,CHINA,IN,12221,Games,,tablet,True,False,high,99.0,1.9651444242183465,31.666666666666668,4.0,,low,low
543,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Finance,,GLOBAL,True,,,,,59.1,3.0,,low,low
544,ADDRESS NOT LISTED IN PLAYSTORE,ZM,0,Tools,1 - 5,smartphone,True,,,0.0,0.4343171519120802,0.5333333333333333,0.0,,low,low
545,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Stickers,,GLOBAL,True,,,,,49.36666666666667,0.0,,low,low
546,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,True,low,99.0,,76.2,0.0,,low,low
547,REPUBLIC OF KOREA,GLOBAL,0,Shopping,,GLOBAL,True,,,0.0,,40.06666666666667,0.0,,low,low
548,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,,,0.0,,48.6,,,low,low
549,UKRAINE,GLOBAL,0,Games,,GLOBAL,True,,,,,32.43333333333333,0.0,,high,low
550,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,False,high,,,38.36666666666667,0.0,,low,low
551,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,True,True,low,99.0,,8.6,0.0,,low,low
552,HONG KONG,KG,62771,Games,50000000 - 100000000,smartphone,True,False,high,99.0,509.0911195464122,51.7,3.0,,low,low
553,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,132,Tools,10000 - 50000,GLOBAL,,,,99.0,,91.7,3.0,,low,low
554,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Social Networking,,GLOBAL,True,,,0.0,,9.7,1.0,,low,low
555,REPUBLIC OF KOREA,OM,14884,Games,1000000 - 5000000,tablet,True,False,high,99.0,4.063634357547744,13.833333333333334,4.0,,low,low
556,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Tools,1000 - 5000,GLOBAL,True,,,0.0,,83.3,2.0,,low,low
557,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Finance,500 - 1000,GLOBAL,True,,,99.0,,28.9,4.0,,low,low
558,RUSSIAN FEDERATION,APAC,82960,Games,10000000 - 50000000,smartphone,True,False,high,0.0,0.0921847040476247,67.26666666666667,4.0,medium,low,low
559,UNITED KINGDOM,GLOBAL,2,News,,GLOBAL,True,True,low,99.0,,135.16666666666666,0.0,medium,low,low
560,NEW ZEALAND,EMEA,165,Games,,smartphone,True,True,low,99.0,7.147477611838212,14.466666666666669,4.0,,low,low
561,UNITED STATES,GLOBAL,0,Business,,GLOBAL,True,False,high,99.0,,63.46666666666666,0.0,,low,low
562,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,19.966666666666665,0.0,,low,low
563,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,100 - 500,GLOBAL,True,False,high,99.0,,87.3,5.0,,low,low
564,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,10 - 50,GLOBAL,True,,,99.0,,58.03333333333333,,,low,low
565,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,,,31.433333333333334,0.0,,low,low
566,CANNOT IDENTIFY COUNTRY,GLOBAL,4940,Games,1000000 - 5000000,GLOBAL,True,False,high,0.0,,90.63333333333334,3.0,medium,medium,low
567,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,5.5,0.0,,low,low
568,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,500 - 1000,GLOBAL,True,,,99.0,,17.466666666666665,0.0,,low,low
569,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,69,Tools,10000 - 50000,GLOBAL,True,,,0.0,,80.26666666666665,4.0,,low,low
570,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,34,Events,100 - 500,GLOBAL,True,,,0.0,,22.53333333333333,5.0,,low,low
571,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,False,high,99.0,,108.93333333333334,0.0,,high,low
572,CANNOT IDENTIFY COUNTRY,GLOBAL,7,Tools,10 - 50,GLOBAL,True,,,0.0,,46.03333333333333,5.0,,low,low
573,UNITED STATES,JO,761967,Games,,smartphone,True,True,low,99.0,0.0345599884706843,65.3,4.0,medium,medium,low
574,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,0.0,,64.1,0.0,,low,low
575,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Travel & Local,5 - 10,GLOBAL,,,,99.0,,82.53333333333333,5.0,,low,low
576,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,85,Personalization,1000 - 5000,GLOBAL,True,,,0.0,,18.33333333333333,4.0,,low,low
577,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,,GLOBAL,True,,,,,55.06666666666667,0.0,,high,low
578,UNITED ARAB EMIRATES,GLOBAL,0,Lifestyle,,GLOBAL,True,,,99.0,,26.666666666666668,0.0,,high,low
579,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Lifestyle,1000 - 5000,GLOBAL,True,,,0.0,,103.96666666666668,3.0,,low,low
580,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,,,,0.0,,61.93333333333333,,,low,low
581,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1000 - 5000,GLOBAL,True,,,0.0,,73.33333333333333,5.0,,low,low
582,CANNOT IDENTIFY COUNTRY,GLOBAL,408,Education,100000 - 500000,GLOBAL,True,False,high,0.0,,143.3,4.0,,low,low
583,ADDRESS NOT LISTED IN PLAYSTORE,TN,211077,Games,10000000 - 50000000,GLOBAL,True,False,high,99.0,39.47005874081167,18.1,4.0,,medium,low
584,CYPRUS,AM,8819,Games,,GLOBAL,True,False,high,99.0,2.1596379059056914,14.6,4.0,,low,low
585,ADDRESS NOT LISTED IN PLAYSTORE,GB,225629,Games,10000000 - 50000000,GLOBAL,True,True,low,99.0,0.7985621247500932,23.666666666666668,4.0,,high,low
586,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,False,high,99.0,,3.2333333333333334,0.0,,low,low
587,INDIA,GLOBAL,0,Personalization,100 - 500,GLOBAL,True,False,high,0.0,,50.333333333333336,,,medium,low
588,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,24,Shopping,5000 - 10000,GLOBAL,True,,,0.0,,108.5,4.0,,low,low
589,FINLAND,GLOBAL,0,Games,50 - 100,GLOBAL,True,,,99.0,,76.43333333333332,0.0,,low,low
590,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,,GLOBAL,True,,,,,55.06666666666667,0.0,,high,low
591,UNITED STATES,GLOBAL,0,Utilities,,GLOBAL,True,,,99.0,,13.666666666666666,0.0,,high,low
592,AUSTRALIA,US,2806,Games,500000 - 1000000,GLOBAL,True,False,high,99.0,3687.085441596308,21.1,4.0,,low,low
593,CANNOT IDENTIFY COUNTRY,GLOBAL,420,Games,5000 - 10000,GLOBAL,True,True,low,99.0,,112.6,3.0,,low,low
594,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4,News,,GLOBAL,True,,,0.0,,57.56666666666667,5.0,,low,low
595,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,50 - 100,GLOBAL,True,,,0.0,,38.16666666666666,,,low,low
596,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,,GLOBAL,True,,,,,42.56666666666667,0.0,,low,low
597,UNITED STATES,,18303,Games,,GLOBAL,True,,,99.0,1.342622214298449,118.66666666666669,4.0,low,high,medium
598,ISLE OF MAN,GLOBAL,236145,Games,1000000 - 5000000,GLOBAL,True,,,99.0,,66.56666666666666,4.0,,high,low
599,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Education,,GLOBAL,True,,,,,49.333333333333336,3.0,,low,low
600,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,82,Books & Reference,10000 - 50000,GLOBAL,True,,,0.0,,49.3,3.0,,low,low
601,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,,,0.0,,34.5,,,low,low
602,ADDRESS NOT LISTED IN PLAYSTORE,ID,19,Productivity,,GLOBAL,True,False,high,,4.1064572539182205,4.3,4.0,,high,low
603,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,,GLOBAL,True,,,,,32.86666666666667,0.0,,low,low
604,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,10 - 50,GLOBAL,True,,,0.0,,10.9,0.0,,low,low
605,SINGAPORE,PL,4695807,Tools,100000000 - 500000000,GLOBAL,True,,,0.0,0.0123456587644442,133.16666666666666,4.0,low,low,low
606,CHINA,GLOBAL,0,Lifestyle,5 - 10,GLOBAL,True,,,99.0,,64.0,,,low,low
607,ADDRESS NOT LISTED IN PLAYSTORE,APAC,3135,News,,tablet,True,False,high,99.0,6.036954522533093,160.4,4.0,medium,medium,low
608,ARGENTINA,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,False,high,0.0,,10.333333333333334,,,low,low
609,UNITED STATES,IN,10994,Games,1000000 - 5000000,GLOBAL,True,False,high,0.0,0.0681698805157932,63.86666666666667,4.0,medium,low,low
610,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,,,0.0,,66.3,,,low,low
611,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Entertainment,50 - 100,GLOBAL,,,,0.0,,77.2,4.0,,low,low
612,CANNOT IDENTIFY COUNTRY,RU,9300,Games,5000000 - 10000000,smartphone,True,True,low,0.0,2072.46263460349,26.066666666666663,4.0,,medium,low
613,CHINA,GLOBAL,175,Games,,tablet,True,,,99.0,,105.16666666666669,3.0,low,low,low
614,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,,GLOBAL,True,,,99.0,,58.46666666666666,5.0,,low,low
615,CANNOT IDENTIFY COUNTRY,GLOBAL,0,Games,500 - 1000,GLOBAL,,,,0.0,,61.4,,,low,low
616,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,,GLOBAL,True,,,,,18.3,0.0,,low,low
617,OMAN,,238,Productivity,50000 - 100000,tablet,True,,,0.0,190.69438930698848,2.3,4.0,,low,low
618,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,,,0.0,,45.2,,,low,low
619,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,,GLOBAL,True,,,0.0,,30.933333333333334,0.0,,high,low
620,POLAND,GLOBAL,314,Books & Reference,50000 - 100000,GLOBAL,True,,,99.0,,91.33333333333331,3.0,,low,low
621,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,,,0.0,,31.03333333333333,,,low,low
622,INDONESIA,GLOBAL,8,Productivity,100 - 500,GLOBAL,True,,,0.0,,24.5,4.0,,low,low
623,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Utilities,,GLOBAL,True,,,,,17.233333333333334,5.0,,low,low
624,CANNOT IDENTIFY COUNTRY,GLOBAL,34,Entertainment,1000 - 5000,GLOBAL,True,,,0.0,,109.8,4.0,,low,low
625,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,231,Food & Drink,,GLOBAL,True,,,,,101.66666666666669,4.0,,low,low
626,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Sports,,GLOBAL,True,,,,,11.3,0.0,,low,low
627,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1 - 5,GLOBAL,True,,,0.0,,20.03333333333333,,,low,low
628,UNITED STATES,GLOBAL,0,Business,,GLOBAL,True,True,low,,,64.83333333333333,0.0,,low,low
629,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,16,Utilities,,GLOBAL,True,False,high,,,60.03333333333333,4.0,,low,low
630,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,30,Business,,GLOBAL,True,,,99.0,,19.23333333333333,4.0,,high,low
631,CANNOT IDENTIFY COUNTRY,PT,11848,Utilities,,smartphone,True,True,low,99.0,1.100564748640032,83.93333333333332,4.0,medium,low,low
632,ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music,,GLOBAL,,,,,,106.06666666666666,0.0,,low,low
633,UNITED STATES,GLOBAL,0,Productivity,10 - 50,GLOBAL,True,,,99.0,,24.83333333333333,,,low,low
634,ADDRESS NOT LISTED IN PLAYSTORE,EMEA,4543,Games,1000000 - 5000000,smartphone,True,False,high,99.0,1046.0299855427215,9.6,4.0,,medium,low
635,ADDRESS NOT LISTED IN PLAYSTORE,SA,487502,Tools,5000000 - 10000000,smartphone,True,False,high,0.0,980.3972211769512,15.033333333333331,4.0,,medium,low
636,UNITED KINGDOM,GLOBAL,5,Productivity,,GLOBAL,True,True,low,,,107.3,4.0,,low,low
